,X1,X2,X3,X4,X5,X6,X7,X8
93,-2.90007,106.99498,27.0,73.0,21.5,0.0,14.5,27.0
94,1.97685,101.62571,28.5,71.5,22.5,0.0,7.5,18.0
95,-3.8955,114.95992,26.5,74.5,21.0,0.0,9.5,20.0
96,-2.50866,102.73019,27.0,67.5,20.0,0.0,4.0,10.5
97,-3.46944248931015,114.840995465759,26.5,80.5,23.0,0.05,6.0,14.0
98,-7.9071273,114.149880599999,26.0,61.0,17.5,0.0,6.5,17.0
99,-6.18629,106.564,29.5,65.5,22.0,0.0,9.0,14.0
100,2.96323,100.64651,28.5,81.5,24.5,0.15,8.5,14.5
101,-3.426172,130.368805,25.0,88.0,23.0,0.05,17.0,25.5
102,-1.533966,121.239696,26.0,74.0,21.0,1.05,6.0,17.0
103,4.1828,101.1673,28.5,83.0,25.3,0.2,2.2,17.6
104,-3.1596,104.6988,27.5,84.0,24.5,0.05,5.0,11.0
105,2.98568,116.99521,28.0,80.0,24.0,0.4,9.5,16.5
106,2.90819,98.33247,22.0,76.0,17.5,0.0,3.5,9.0
107,5.5185,116.4925,18.6,99.0,18.4,0.8,1.5,7.9
108,-3.64026,114.83913,28.0,74.0,22.0,0.0,5.5,14.0
109,4.464,115.5037,24.2,74.0,19.3,0.1,3.9,16.2
110,0.510879,109.704688,27.0,83.0,24.0,0.0,4.5,10.5
111,4.3234,101.3328,22.3,96.0,21.6,2.1,0.5,10.1
112,0.8535,117.78461,28.5,79.0,24.5,0.0,10.5,17.0
113,4.3234,101.3328,22.8,99.0,22.7,0.1,3.9,13.7
114,1.3125,104.86791,28.0,73.0,23.0,0.0,22.0,32.5
115,4.464,115.43,23.6,97.0,23.0,0.2,3.4,12.6
116,-3.476718,114.785452999999,26.5,69.5,19.0,0.0,10.5,21.5
117,1.7926,99.722,28.2,79.0,24.2,0.1,2.1,18.0
118,-2.084948,106.125826,28.5,67.5,21.5,0.1,14.5,21.5
119,-2.42986,104.93637,31.5,53.5,20.0,0.0,8.5,17.0
120,1.51725,104.91337,27.5,77.0,24.0,0.9,13.5,19.5
121,-2.37766,102.73843,26.0,79.0,22.5,1.2,3.5,12.0
122,2.84360424299547,97.6492307948179,20.0,91.0,19.0,2.25,2.5,6.5
123,3.5501,97.5122,12.7,98.0,12.4,0.0,2.9,15.1
124,-2.74495,111.68624,26.5,89.0,23.5,0.15,3.5,8.5
125,4.99564,97.4139,27.5,77.5,23.5,0.0,9.0,16.5
126,5.69629,96.67015,27.0,77.0,23.0,0.0,8.5,15.5
127,5.5888,116.5145,17.0,98.0,16.7,0.0,3.7,22.7
128,1.738858,98.788431,26.5,75.0,21.0,0.0,5.5,11.5
129,4.3234,101.3328,25.1,91.0,23.6,8.5,8.1,25.6
130,-8.31239,113.83953,24.5,74.0,19.5,0.0,8.5,10.0
131,-7.342926,107.778153,27.0,56.5,16.5,0.0,6.5,17.0
132,4.464,115.5037,25.4,69.0,19.3,0.0,3.6,16.2
133,-6.85959,107.58852,28.5,48.0,16.5,0.0,7.5,19.0
134,-2.87947,113.95502,27.0,78.5,22.5,0.0,4.5,11.0
135,3.099635,98.249673,26.5,71.0,21.0,0.0,6.0,12.0
136,4.3234,101.3328,24.4,92.0,23.0,0.2,3.8,16.6
137,4.464,115.43,22.7,95.0,21.8,0.1,2.2,6.1
138,-7.14824606209482,109.230732782861,25.0,78.5,20.0,0.0,11.5,22.0
139,-6.19712,106.88164,30.0,62.5,22.0,0.0,10.0,11.5
140,-8.75894,115.58838,24.0,77.5,19.5,0.0,10.5,21.0
141,5.4482,116.4706,22.0,83.0,19.1,0.0,6.7,25.9
142,4.464,115.43,20.4,93.0,19.2,0.0,5.0,16.6
143,-2.57903,115.63831,26.5,84.5,23.5,0.1,9.5,16.0
144,5.91251,95.33156,27.0,79.5,25.0,0.0,17.5,29.5
145,5.6067,97.27724,26.5,81.0,22.5,0.0,7.0,9.5
146,-2.425032,115.132068,27.5,77.5,24.0,0.0,6.5,14.0
147,4.3234,101.3328,27.3,80.0,23.6,0.2,5.6,21.2
148,2.5659,100.601,26.9,80.0,23.1,0.1,8.9,14.4
149,4.1125,101.1582,29.2,80.0,25.3,5.8,8.0,20.9
150,-2.82339,104.54714,27.0,76.0,22.5,0.0,7.5,14.0
151,-3.8656,119.9947,28.5,60.5,19.0,0.0,8.5,14.0
152,5.167,116.2345,22.9,98.0,22.5,0.0,1.6,12.6
153,-2.3527,104.46,28.5,75.0,23.0,0.0,6.5,12.5
154,5.27153,96.66131,27.5,77.0,22.5,0.0,7.5,10.0
155,-3.87303,128.50885,28.5,67.0,22.0,0.0,17.5,30.0
156,-1.86998,103.88962,26.0,81.5,22.5,0.0,6.5,14.0
157,4.1828,101.1673,28.7,81.0,25.1,0.0,2.4,14.8
158,-3.99939,114.63518,27.0,77.5,22.0,0.0,5.0,14.0
159,5.42992,95.71989,27.0,72.0,21.5,0.0,12.0,22.5
160,-7.96855,111.50537,27.5,55.5,17.0,0.0,12.0,16.5
161,-0.98029,115.30136,29.0,71.0,21.5,0.0,3.0,8.5
162,-6.38117,106.35288,29.5,65.5,21.5,0.05,6.0,12.0
163,3.97687,116.8377,28.0,80.5,24.0,0.1,10.0,17.5
164,0.75549,109.65834,25.0,79.0,21.0,0.0,13.0,21.5
165,4.464,115.43,26.1,85.0,23.4,0.1,5.1,24.5
166,-3.89935,114.97041,27.0,84.0,24.5,0.0,5.5,13.5
167,-3.49013,114.96008,27.0,74.5,22.0,0.0,4.0,12.5
168,5.5185,116.4925,18.4,99.0,18.2,0.0,5.0,29.9
169,4.1828,101.1673,30.6,71.0,24.7,0.0,3.6,14.4
170,-1.59141,116.76007,27.0,79.5,23.0,0.2,20.0,28.0
171,-3.52132,114.89088,25.5,79.5,21.5,0.0,6.5,13.5
172,1.67987,104.67237,29.5,70.5,24.0,0.0,8.5,15.0
173,-1.74397,110.90812,27.5,78.0,23.0,0.0,12.0,17.0
174,-3.89765,114.95418,27.0,74.5,22.0,0.05,4.5,11.5
175,3.57646,97.80549,26.5,71.5,21.0,0.1,4.5,12.5
176,5.5185,116.4925,18.8,99.0,18.6,1.6,0.8,9.4
177,-3.60396,114.84742,27.0,85.0,24.5,0.0,5.5,12.5
178,4.99421,97.57944,27.0,81.0,23.5,0.0,6.0,12.0
179,0.97991,101.87175,29.5,63.5,22.0,0.1,4.0,8.5
180,-2.68435,102.79269,28.0,67.5,20.0,0.0,4.0,10.5
181,-6.70318197918355,111.45441012879,27.5,64.0,19.5,0.0,10.0,14.5
182,3.95632,96.91416,29.0,76.5,24.0,0.0,6.0,11.0
183,-3.88488,114.95902,27.0,78.5,23.5,0.0,4.5,10.0
184,4.90498,96.99808,28.0,76.0,23.0,0.0,6.5,13.5
185,4.464,115.43,21.7,89.0,19.8,0.0,7.3,16.6
186,-8.65642,120.4036,26.0,70.5,20.0,0.0,20.0,28.5
187,-3.3118,104.679599999999,29.5,67.0,22.5,0.0,6.5,13.5
188,5.5185,116.4925,18.4,97.0,17.9,0.0,5.4,21.6
189,4.3234,115.3884,26.3,67.0,19.7,0.0,5.1,21.6
190,4.1828,101.1673,27.7,84.0,24.7,0.0,4.3,13.3
191,2.5659,100.601,25.6,87.0,23.4,1.1,7.9,11.5
192,-7.57284,112.8193,28.5,69.0,22.5,0.0,7.5,12.5
193,-2.90308,104.39538,28.5,68.0,22.0,0.0,6.0,12.5
194,4.3234,101.3328,24.9,92.0,23.6,0.0,3.3,22.3
195,-8.3786991,116.4901981,28.0,72.5,21.5,0.0,9.0,17.0
196,3.96508,116.73118,28.5,73.5,24.0,0.0,9.0,16.0
197,-0.59498,100.61634,26.0,69.0,19.0,0.05,3.5,9.5
198,4.464,115.5037,18.6,95.0,17.8,0.0,2.5,9.0
199,-7.3928893,110.3755648,24.5,73.0,19.0,0.1,4.0,11.5
200,-2.74064,102.72751,26.5,78.0,22.0,0.05,5.0,12.0
201,-2.9313,111.8299,28.5,72.5,22.5,0.0,4.5,9.0
202,4.1125,101.1582,25.4,98.0,25.1,0.0,2.2,4.3
203,4.1125,101.1582,26.7,89.0,24.7,0.0,2.2,10.4
204,-2.56886,102.71929,27.5,71.5,21.0,0.0,4.5,13.5
205,3.63093,97.93808,28.0,76.0,23.5,0.05,4.5,11.0
206,4.3234,101.2592,25.7,80.0,22.1,0.6,2.8,16.2
207,4.87153,96.99787,27.0,73.5,21.5,0.0,6.0,9.0
208,-8.269,114.96392,24.5,76.5,19.5,0.0,10.5,16.5
209,0.95158,117.97279,28.5,79.5,24.5,0.35,8.0,14.0
210,-6.9894,107.71556,28.0,62.0,19.5,0.0,6.0,14.0
211,5.4482,116.4706,16.6,95.0,15.7,0.0,4.0,11.2
212,-3.93384,114.97909,26.5,76.0,21.5,0.0,6.5,13.5
213,-2.79931,113.84266,29.0,72.5,23.5,0.15,6.5,12.0
214,-6.86848438689965,111.537334370944,28.0,81.0,24.0,2.75,8.5,15.5
215,4.1828,101.0939,26.0,96.0,25.4,0.2,1.8,4.7
216,1.74824998711914,98.7889106083784,26.5,78.5,21.5,0.6,5.5,11.5
217,5.31836,96.47007,27.5,76.5,23.0,0.0,6.5,9.5
218,4.2531,101.25,26.1,94.0,25.0,0.0,3.3,13.3
219,3.96532,96.88711,28.0,73.5,23.5,0.0,6.0,8.5
220,4.464,115.43,23.8,87.0,21.4,1.4,2.3,18.7
221,3.930017,108.185965,28.5,76.5,24.0,0.0,11.5,20.5
222,4.83752,96.98019,27.5,77.0,23.0,0.0,6.5,13.0
223,4.2531,101.25,23.3,87.0,21.1,0.0,2.5,7.2
224,-6.83756,107.8324,26.5,40.0,11.0,0.0,6.0,11.0
225,1.95853,104.58626,27.0,79.5,23.0,0.0,15.5,24.0
226,5.2373,116.3306,25.8,77.0,21.5,0.1,8.7,23.0
227,-5.462361,105.095146,29.5,66.0,21.0,0.0,15.0,22.0
228,0.97146,104.79046,27.5,81.0,24.0,0.1,14.0,21.5
229,4.98073,96.99275,27.5,78.5,23.0,0.0,8.0,13.5
230,5.5185,116.4925,18.5,91.0,17.0,0.1,3.6,18.0
231,5.167,116.2345,28.3,73.0,22.9,0.2,2.9,22.7
232,4.3234,101.2592,22.5,88.0,20.4,0.0,1.8,6.8
233,-4.6673,103.98731,27.5,66.5,20.0,0.0,4.0,10.0
234,5.4482,116.4706,18.1,100.0,18.1,0.1,3.6,9.7
235,5.3076,116.4268,23.4,91.0,21.8,0.0,9.7,22.3
236,-6.9594,111.896792,28.0,56.5,16.5,0.0,12.0,19.5
237,4.1828,101.1673,23.4,99.0,23.3,0.0,1.5,5.8
238,-7.67436,111.74282,24.5,70.5,18.0,0.0,11.0,21.5
239,1.3708,98.4664,28.2,72.0,22.7,0.2,7.4,13.0
240,-2.864121,104.103745,29.0,79.0,25.0,0.05,2.5,8.5
241,5.4482,116.4706,20.8,93.0,19.6,0.0,2.8,20.5
242,-0.72188,104.72443,28.0,78.0,23.5,0.0,14.5,22.0
243,-6.769851,111.462548,29.0,57.5,18.5,0.0,7.5,12.5
244,5.167,116.2345,25.0,87.0,22.7,0.1,2.2,13.7
245,-6.35223,106.32842,30.0,59.0,20.0,0.0,8.0,13.0
246,1.738858,98.788431,27.0,77.5,22.5,0.9,6.0,13.5
247,1.7926,99.722,28.0,80.0,24.3,0.0,6.1,21.2
248,5.5185,116.4925,18.1,98.0,17.9,0.6,3.2,14.4
249,-7.90403,114.31674,24.0,80.0,20.0,0.0,8.5,16.0
250,0.86511,101.3355,27.0,77.0,22.0,0.0,4.0,10.0
251,4.3234,101.3328,22.2,96.0,21.5,0.0,2.2,7.9
252,4.3234,101.3328,26.7,72.0,21.3,0.0,6.5,27.4
253,5.4482,116.4706,17.7,100.0,17.7,0.0,3.7,11.9
254,5.3076,116.4268,21.9,99.0,21.8,0.0,9.3,19.1
255,3.97849,116.81919,28.5,72.5,23.0,0.0,10.5,13.0
256,4.3234,101.3328,22.6,94.0,21.5,0.1,6.6,25.2
257,-1.44866,102.63596,28.0,85.5,24.5,0.0,3.5,9.5
258,-8.81587,111.6947,26.5,72.0,20.0,0.0,11.5,22.5
259,4.1828,101.0939,30.0,75.0,25.1,0.1,4.2,15.8
260,4.3234,101.3328,22.5,95.0,21.6,0.0,8.2,25.9
261,-3.76326637178349,114.773553534998,27.5,74.5,22.5,0.0,6.0,13.5
262,4.175926,96.505614,27.5,69.5,21.5,0.0,5.5,11.5
263,-1.82864,116.96904,28.5,72.5,23.0,0.05,15.0,27.0
264,5.4482,116.4706,23.4,85.0,20.7,0.1,6.6,28.4
265,-7.69881,111.99467,25.0,65.5,17.5,0.0,12.5,21.0
266,1.3708,98.4664,27.8,79.0,23.8,0.1,14.2,24.5
267,-0.55249,104.72318,27.5,75.0,22.5,0.0,12.5,17.0
268,4.1828,101.2408,26.2,93.0,25.0,0.0,4.7,13.7
269,0.13505,117.89196,28.0,78.5,24.0,0.0,10.5,17.0
270,3.95339,116.93909,28.5,76.0,23.5,0.05,9.5,14.0
271,-3.93563,114.98675,26.5,74.0,20.5,0.0,7.5,18.0
272,-2.84842,102.49513,28.0,63.0,20.5,0.0,4.5,9.0
273,4.89703,95.85569,27.5,86.5,25.0,0.0,6.5,14.0
274,5.4482,116.4706,21.4,93.0,20.2,0.0,5.9,23.0
275,1.5473047,101.5020752,27.5,83.0,24.5,0.2,3.5,8.5
276,-4.02128,114.69855,27.0,80.5,23.0,0.0,5.5,11.0
277,2.83781,98.54238,23.0,81.0,19.0,0.0,5.0,11.0
278,-2.50251,102.98505,26.5,66.5,21.0,0.1,4.0,9.0
279,-7.68898,111.94351,30.0,55.0,19.0,0.0,10.5,18.5
280,-3.213,104.6627,28.0,75.0,23.5,0.0,7.5,15.0
281,-0.65304,103.59329,27.5,76.5,22.0,0.0,4.5,10.5
282,4.48331,96.70535,27.0,83.0,23.5,0.0,6.5,12.5
283,0.91602,104.97733,29.5,73.5,24.0,0.0,20.0,28.5
284,4.464,115.43,23.9,81.0,20.4,0.0,3.6,13.3
285,0.95682,112.87536,29.5,69.5,22.5,0.0,4.0,10.0
286,5.2373,116.3306,24.0,91.0,22.4,0.1,5.5,7.6
287,5.75841,95.94102,27.0,79.0,22.0,0.0,14.0,25.5
288,1.88509,101.91974,28.5,70.0,22.0,0.0,13.5,22.0
289,-0.76157,102.25907,27.0,70.0,20.0,0.0,4.5,10.0
290,-3.89188,119.78426,28.0,70.5,21.0,0.0,20.5,38.0
291,5.5185,116.4925,16.7,98.0,16.5,0.0,5.4,19.8
292,2.836082,98.253109,21.5,74.0,17.0,0.3,5.0,12.5
293,-5.428655,105.267475,27.0,83.5,23.0,0.0,3.5,10.0
294,-1.6072,101.98951,28.0,77.5,23.5,0.1,4.0,10.5
295,1.5817,100.1981,28.5,67.0,21.8,0.0,4.0,16.2
296,-6.37131,106.60875,29.5,58.5,20.0,0.0,10.5,14.5
297,-3.95973,114.97251,27.0,84.5,23.5,0.0,5.0,12.0
298,4.1828,101.0939,26.6,93.0,25.3,1.0,1.3,13.3
299,0.67112,115.41831,27.0,82.5,23.5,0.5,9.0,14.0
300,5.4482,116.4706,24.1,72.0,18.6,0.6,10.3,31.0
301,0.95493,104.51316,28.0,75.5,23.0,0.1,19.5,28.0
302,0.41989,115.61955,28.5,74.0,24.0,0.35,7.0,17.0
303,2.92881,98.80372,26.5,71.0,21.5,0.9,3.5,8.5
304,-5.428655,105.267475,28.0,71.5,22.0,0.0,8.0,11.5
305,-2.91789,116.17432,25.5,81.0,22.0,0.1,9.5,18.0
306,-2.137873,106.172176,28.5,71.0,23.5,0.2,6.0,9.5
307,-2.7091243,121.096563699999,25.0,79.5,21.0,0.95,5.5,9.0
308,4.83116,96.99734,27.0,79.0,23.0,0.0,6.0,11.5
309,5.3076,116.4268,27.2,71.0,21.4,0.2,8.2,26.3
310,0.1347339,117.4585753,28.5,73.5,23.5,0.55,11.0,15.0
311,-7.9408,114.41514,24.5,82.0,21.5,0.0,10.0,16.0
312,1.83863,104.80291,28.0,73.0,23.0,0.1,14.5,21.0
313,-0.93883,102.82656,26.5,71.5,20.5,0.2,5.5,13.0
314,-7.14994933032077,109.207533122214,26.0,77.0,21.0,0.0,6.0,11.5
315,-2.89094,102.426,27.5,62.0,20.0,0.0,4.0,9.0
316,4.89791,95.98279,28.5,76.5,23.5,0.0,5.5,7.5
317,-1.98744,114.82775,27.0,82.5,22.5,0.75,2.5,7.5
318,-0.66879,104.89243,29.0,72.5,23.0,0.0,10.5,16.5
319,-7.85756,109.99761,26.0,71.5,20.0,0.0,12.5,18.5
320,4.3234,101.3328,26.7,73.0,21.4,0.0,3.4,16.2
321,-3.73124,102.5368,25.5,83.5,22.5,0.1,10.0,17.5
322,4.1125,101.1582,26.5,94.0,25.4,0.0,3.1,5.8
323,5.4482,116.4706,16.8,94.0,15.9,0.0,3.3,11.5
324,5.4482,116.4706,19.2,92.0,17.8,0.0,3.6,11.5
325,-2.807,113.95255,27.5,79.5,24.0,0.7,4.5,13.5
326,-3.63529,119.76336,29.0,70.5,21.0,0.0,12.0,23.5
327,-3.2193815,116.2570385,28.0,78.0,23.5,1.75,6.0,13.5
328,5.167,116.2345,21.7,99.0,21.6,0.0,2.4,5.8
329,-7.023454,110.139401,28.5,62.0,20.0,0.0,7.0,15.0
330,5.5185,116.4925,18.7,99.0,18.5,0.0,5.2,21.2
331,-2.82529,102.91692,26.0,80.5,22.0,1.05,2.0,10.5
332,4.89479,95.72977,27.5,70.5,21.0,0.0,13.0,19.5
333,4.464,115.43,27.3,75.0,22.5,1.9,6.3,32.8
334,-3.74002,119.731,27.5,73.0,20.5,0.0,13.0,26.0
335,-7.71538,114.018732,23.0,72.5,17.0,0.0,6.5,12.0
336,-7.0389749,107.5105765,27.0,62.5,16.5,0.0,8.0,18.5
337,-6.8387932,108.3949661,28.5,57.5,17.5,0.0,13.5,22.5
338,4.75552,96.93868,27.0,78.0,22.5,0.15,11.0,17.0
339,2.9937,98.66961,22.0,81.0,19.0,0.15,3.0,10.0
340,4.464,115.5037,21.1,92.0,19.8,0.8,0.5,16.2
341,0.89827,102.83403,28.0,71.5,21.5,0.0,4.5,11.5
342,4.1828,101.1673,27.8,87.0,25.4,0.6,3.2,19.1
343,5.5185,116.4925,20.1,91.0,18.6,0.9,5.3,22.3
344,-7.74016,113.901,25.5,72.5,20.0,0.0,6.0,10.0
345,4.3234,101.2592,22.1,90.0,20.5,0.0,2.7,15.5
346,0.59625,99.90607,26.0,75.0,20.5,0.0,6.5,14.5
347,5.4482,116.4706,16.7,94.0,15.7,0.0,3.6,10.8
348,4.464,115.43,26.6,76.0,22.1,0.0,4.0,20.2
349,4.1828,101.1673,24.4,99.0,24.2,4.5,4.6,22.0
350,4.464,115.43,18.8,94.0,17.8,0.0,4.8,14.4
351,-7.9964,114.28226,25.5,81.5,21.5,0.0,8.5,17.0
352,-6.2294148,106.366983399999,30.5,69.5,22.5,0.0,6.0,9.5
353,1.5817,100.1981,26.4,85.0,23.7,0.0,7.4,12.6
354,5.4482,116.4706,23.4,71.0,17.9,0.1,4.3,18.7
355,5.5888,116.5145,18.3,73.0,13.4,0.0,2.5,25.6
356,1.3708,98.4664,29.5,65.0,22.2,1.1,2.4,13.0
357,-7.75392939999999,114.0190671,24.5,77.5,20.0,0.0,7.5,12.5
358,-7.81694,110.29442,27.5,64.0,19.5,0.0,8.5,13.5
359,-2.73373,102.75258,28.0,70.0,20.5,0.0,3.0,4.5
360,-3.03520298,103.58660889,26.5,71.0,21.5,0.0,4.0,11.0
361,5.4482,116.4706,20.6,90.0,18.9,0.0,4.1,17.3
362,0.535011799999999,101.413373699999,28.5,67.5,23.0,0.1,3.5,8.5
363,3.58358,97.55446,28.5,74.0,22.5,0.0,4.0,10.0
364,1.99108,100.88009,26.0,64.5,18.5,0.0,7.0,17.0
365,5.5185,116.4925,18.4,98.0,18.0,0.0,5.8,24.8
366,-2.6083,115.80491,26.5,87.5,24.0,0.0,7.5,14.5
367,-2.64968,111.64862,27.0,83.5,23.5,0.1,5.5,13.0
368,-2.432831,106.104444,28.0,68.5,21.0,0.0,16.5,27.0
369,4.464,115.43,25.5,84.0,22.5,0.1,5.9,18.0
370,-2.9572303,115.0406679,26.0,74.0,20.0,0.0,7.0,19.0
371,1.738858,98.788431,27.0,76.0,22.5,0.05,4.5,11.0
372,-7.36201702607195,110.128969984716,24.5,68.5,17.0,0.0,5.0,12.0
373,-7.94965009999999,110.8344302,26.5,68.5,19.0,0.0,6.5,11.0
374,4.1828,101.2408,23.8,99.0,23.6,0.0,5.6,7.6
375,5.4482,116.4706,18.0,98.0,17.8,0.0,3.9,11.9
376,5.4482,116.4706,19.1,93.0,18.0,0.1,3.6,9.7
377,-5.428655,105.267475,28.0,76.5,23.0,0.0,6.5,12.0
378,0.99945,102.912,26.0,82.0,22.5,0.9,10.5,23.0
379,3.5501,97.5122,19.2,58.0,10.8,0.0,2.5,27.7
